No.,Letra,Correlativo,Origen,Año,Epoca,Fecha,Número,Página,Sección,Título,Subtítulo,Autores,Tema 1,Tema 2,Tema 3,Tema 4,Tema 5,Revisado,Corrección_Ortográfica,Revisión_LT_Errores
277,V,4.12,Prensa Libre,LXXII,,12/12/2022,24063,3,Actualidad,Erupción interrumpió varios vuelos,,AFP y Oscar García ,Volcanes - Guatemala,Cierre aeropuerto La Aurora,Actividad eruptiva,,,,,
278,V,4.11,Prensa Libre,LXXLI,,10/12/2022,24065,11,Imágenes,Volcán de Fuego sigue en actividad,,Antonio Jiménez,Volcanes - Guatemala,Actividad volcánica,Volcán de Fuego,,,,,
279,V,4.1,Prensa Libre,LXXII,,5/06/2022,23903,3,Actualidad,Volcán de Fuego eleva su actividad,,Julio Román,Volcanes - Guatemala,Volcán de Fuego,Actividad eruptiva,,,,,
280,V,4.9,Prensa Libre,LXXI ,,9/04/2022,,8.9,DLT Comunitario,Montañitas desafían sin permiso la fuerza del volcán Santiaguito,,Raul Barreno Castillo,Volcanes - Guatemala,Excursiones,,,,,,
281,V,4.8,Prensa Libre,LXXI ,,8/03/2022,23786,8,Actualidad,Actividad en volcán podría aumentar,,William Oliva y Carlos Paredes,Volcanes - Guatemala,Volcán de Fuego,Explosiones,,,,,
282,V,4.7,Prensa Libre,LXXI ,,9/03/2022,23787,6,Actualidad,Termina erupción pero deja cultivos destruidos,,Julio Román y Pavel Arellano,Volcanes - Guatemala,Volcán de Fuego,Erupción,,,,,
283,V,4.6,El Periódico,26,,18/02/2022,9022,6,Nación,La ceniza que expulsa el volcán de Fuego alcanza seis comunidades,,elPeriodico,Volcanes - Guatemala,Volcán de Fuego,Explosiones,,,,,
284,V,4.5,Prensa Libre,LXXI,,31/01/2022,23750,4,Actualidad,Santiaguito vuelve a asustar a vecinos,,Victoria Ruiz,Volcanes - Guatemala,Volcán Santiaguito,,,,,,
285,V,4.36,Prensa Libre,LXXI,,29/01/2022,23748,16.17,fotorreportaje,La vida a los pies del coloso,,Antonio Jimenez,Volcanes - Guatemala,Volcán Pacaya,,,,,,
286,V,4.4,El Periódico,23,,27/11/2018,7878,8,Nación,Caída de ceniza de volcán de Fuego amenaza a la ciudad,,-,Volcán de Fuego,Desastres Naturales,,,,,,
287,V,4.3,Prensa Libre,LXVIII,,13/10/2018,22558,4,Actualidad,Aldeas fueron evacuadas por algunas horas,,Francisco Martínez,Volcanes - Guatemala,Volcán de Fuego,Conred,,,,,
288,V,4.2,Prensa Libre,LXVIII,,30/09/2018,22245,12-14,-,Los huesos hablan de lo que ocurrió en la erupción,,Ana Lucia Ola,Volcanes - Guatemala,Volcán de Fuego,Huesos,,,,,
289,V,4.1,Prensa Libre,LXVIII,,9/09/2018,22524,7,Expreso,Incrementan vigilacia en fisura del Volcán de Fuego,,Ana Lucía Ola,Volcanes - Guatemala,Volcán de Fuego,,,,,,
290,V,3.24,Prensa Libre,LXXIV,,29/07/2025,,18,Salud y Vida,Nueva vacuna reduce número y tamaño de METÁSTASIS,,EFE,Vacunas,Tumores,,,,,,
291,V,3.23,Prensa Libre,LXXIV,,10/03/2025,,23,Salud y Vida,ABC DE LA VACUNACIÓN INFANTIL,,Ingrid Reyes,Vacunas,Vacunación Infantil,,,,,,
292,V,3.22,Prensa Libre,LXXIV,,6/01/2025,,"16, 17",Salud y Vida,LAS VACUNAS CONTRA EL CÁNCER,,"The Conversation, María D. Mayán Santos",Vacunas,Cáncer,,,,,,
293,V,3.21,Prensa Libre,LXXIV,,23/11/2024,,6,Actualidad,Vacunación ya no será rquisito para entrar a hogares ,,Ana Lucía Ola,Vacunas,Ley de vacunación,Vacunación voluntaria,,,,,
294,V,3.2,Prensa Libre,LXXIV,,9/11/2025,,7,Actualidad,Cobertura de vacunas continúa en descenso,,Ana Lucia Ola,Vacunas - Guatemala,Esquema básico,Cobertura descenso,,,,,
295,V,3.19,Prensa Libre,LXXIV,,9/11/2025,,7,Actualidad,Cobertura de vacunas continúa en descenso,,Ana Lucia Ola,Vacunas ,Vacunación Infantil,,,,,,
296,V,3.18,Prensa Libre,LXXIV,,15/09/2016,,20,El mundo,Se dispara la polio al modificar vacuna,,Apoorva Mandavilli,Vacunas,Polivirus,Historia,,,,,
297,V,3.17,Prensa Libre,LXXIII,,3/08/2024,,7,Actualidad ,Vacunarán a niños de 2 a 5 años,,Ana Lucia Ola,Vacunas,Vacunación sarampión,Vacunación poliomelítis,Campaña nacional,,,,
298,V,3.16,Prensa Libre,LXXIII,,3/06/2024,,18 y 19,Salud y Vida,¿Qué vacunas necesitan los adultos?,,Ingrid Reyes,Vacunas,Adulto mayor,Enfermedades infecciosas,,,,,
299,V,3.15,Prensa Libre,LXXIII,,2/06/2024,,5,Actualidad,Vacuna contra el sarampión está rezagada,,Ana Lucía Ola,Vacunas,Sarampión ,Enfermedades infecciosas,,,,,
300,V,3.14,Prensa Libre,LXXIII,,16/05/2024,,6,Actualidad,Vacunación sigue por debajo del nivel ideal,,Ana Lucía Ola,Vacunas,Acceso a dosis,Enfermedades inmunoprevenibles,,,,,
301,V,3.13,Prensa Libre,LXXIII,,25/04/2024,,26,Internacional,La inmunización salvó a 154 millones,,EFE,Vacunas,Organización Mundial de la Salud (OMS),Mortalidad infantil,Inmunización ,,,,
302,V,3.12,Prensa Libre,LXXIII,,21/04/2024,,4,Actualidad,Advierten de bajo alcance de vacunas,,Lot Álvarez y A. Ola,Vacunas Ministerio de Salud Publica y Asistencia Social,OPS,Protección y prevención,,,,,
303,V,3.11,Prensa Libre,LXXIII,,20/12/2024,,7,plt Comunitario,Vacunación infantil sigue por debajo del mínimo,,Ana Lucía Ola,Vacunas ,Inmunización,Baja covertura,,,,,
304,V,3.1,Prensa Libre,LXXIII,,11/04/2024,,7,Actualidad ,Congreso discute nueva ley de vacunación,,Douglas Cuevas y Ana Lucía Ola,Vacunas ,Ley de vacunas,Inmunización,,,,,
305,V,3.09,Prensa Libre,LXXII,,29/04/2023,,8,PL+ Salud,Niños en riesgo por baja cobertura de vacunación,,Ana Lucía Ola,Vacunas ,Ministerio de salud publica y asistencia social,Inmunización de menores,,,,,
306,V,3.08,Prensa Libre,LXXI,,11/05/2022,,6,Nación,Va en picada el esquema de inmunización básica,,Ana Lucía Ola,Vacunas ,Inmunización,Contagios,,,,,
307,V,3.07,Prensa Libre,LXXI,,03/03/2022,,11,Nación ,Sectores cuestionan veto a la Ley de Vacunación ,,Ana Lucía Ola,Vacunas ,Ley de vacunación,,,,,,
308,V,3.06,Prensa Libre,LXXI,,3/11/2021,,8,PL+  ,Esquema básico de vacunación se desploma,,Ana Lucía Ola,Vacunas - Guatemala,Esquema básico,Riesgo,,,,,
309,V,3.05,Prensa Libre,LXXI,,21/08/2021,,7,PL+,Más de 200 mil dosis de vacunas contra VPH están a punto de vencerse,,Mariajosé España,Vacunas - Guatemala,VPH,,,,,,
310,V,3.04,Prensa Libre,LXX,,27/01/2021,,7,Actualidad,Inmunización de niños está en riesgo,,Ana Lucía Ola,Vacunas - niños,Salud pública - Guatemala,Niños - Estadísticas,,,,,
311,V,3.03,Prensa Libre,LXIX,,1/12/2019,,12,PL+ De cerca,Vacuna y trasplantes de médula ósea,,-,Vacunas,VIH,,,,,,
312,V,3.02,Prensa Libre,LXIX,,5/10/2019,,21,Buena vida,Acércate a estos puestos de vacunación y protege a tus niños de 7 años contra la polio y el sarampión,,-,Vacunación,,,,,,,
313,V,3.01,Prensa Libre,LXVIII,,21/05/2019,,9,Actualidad,Habilitan vacunación en el Aeropuerto,,Daniana Cabrera,Vacunas,Prevención - Sarampión,Aeropuerto - La Aurora,,,,,
314,V,,Prensa Libre,LXXV,,19/09/2025,25063,28,Internacional,Cloncluye visita de Trump al Reino Unido ,"Gobernante firma millonarios acuerdos sobre tecnología y energía nuclear, junto al primer ministro, Keir Starmer",EFE,Visitas presidenciales,EE. UU.- Reino Unido,Cooperación Bilateral,,,,,
315,V,,Prensa Libre,LXXV,,17/09/2025,25061,20,Internacional,Donald Trump inicia visita oficial al Reino Unido,,AFP,Visitas presidenciales,EE. UU.,Reino Unido,,,,,
316,V,1.4,El Periódico,12,,15/03/2008,4060,27,-,Cárcel por no vacunar a los Niños,,María Cheng ,Vacunas ,Polio ,Multa al no vacunar ,Belgica,,,,
317,V,1.39,El Periódico,12,,11/02/2008,4027,31,Salud ,Prueban nueva vacuna para tratar tumores cerebrales cancerosos ,,-,Vacunas ,Tumores Cerebrales ,,,,,,
318,V,1.38,Prensa Libre,LVII,,7/01/2008,18670,62,-,Anuncian prueba de vacuna contra alergia a gatos ,,AFP,Vacunas ,Alergia a Gatos ,,,,,,
319,V,1.37,Prensa Libre,LVII,,22/10/2007,18595,77,-,En el Futuro ¿Vacuna contra el tabaco?,,DPA ,Vacunas ,Vacuna contra el Tabaco ,,,,,,
320,V,1.36,Prensa Libre,LVI ,,20/08/2007,18532,25,-,Esperanza contra un mal,Primera prueba de vacuna contra la escleorosis múltiple resulta exitosa,Télam ,Vacunas ,Escleorosís multiple ,,,,,,
321,V,1.35,Siglo XXI ,18,,22/05/2007,6191,6,-,Más de 7 millones fueron vacunados ,,"Rita María Aguilar, Siglo 21",Vacunas ,Jornada Nacional de Vacunación ,Rubeola ,Sarampión ,,,,
322,V,1.34,Siglo XXI ,18,,28/04/2007,6160,2,Nacional ,Comercializarán VAcunas contra rotavirus y cáncer,,"María Pacheco, Siglo 21",Vacunas ,Cáncer de cervix,Rotavirus ,Comercio,,,,
323,V,1.33,Siglo XXI ,18,,20/04/2007,6152,10,-,Chapines responden al llamado a vacunarse,,"Rita María Aguilar, Marco Vinicio Flores:Siglo 21",Vacunas ,Vacunación ,Rubeola y Sarampión ,,,,,
324,V,1.32,Prensa Libre,LVI ,,3/03/2007,18364,8,-,Vacunarán a 7.3 millones de personas contra rubeola y sarampión,,Alberto Ramírez E.,Vacunas ,Rubeola ,Sarampión ,,,,,
325,V,1.31,El Periódico,11,,25/01/2007,3653,8,-,Prueban aquí vacuna contra la diarrea ,,José Luis Pos,Vacunas ,Vacuna contra la diarrea ,Medicamentos ,,,,,
326,V,1.30,Prensa Libre,LV,,7/10/2005,17856,44,-,Estudio demuestra efectividad de un cien por ciento exitosa vacuna contra el cáncer cervical,Estudio demuestra efectividad de un cien por ciento,AP-DPA,Vacunas ,Vacuna contra el Cáncer cervical ,"Nueva Jersey, EE.UU.",,,,,
327,V,1.29,Siglo XXI ,17,,28/07/2006,5890,-,-,Ensayan vacuna contra el cigarro ,,"Marilynn Marchione, AP",Vacunas ,Vacuna contra el cigarro ,Adictos al cigarro,,,,,
328,V,1.28,Siglo XXI ,16,,21/07/2005,5522,2,-,Rotavirus ya tiene vacuna ,Será  de uso exclusivo de pediatras del sector privado,"Sandra Valdez, Siglo 21",Vacunas ,Enfermedades ,Rotavirus ,,,,,
329,V,1.27,El Periódico,9,,29/04/2005,3029,24,-,Vacuna contra el sida presenta buenos resultados iniciales ,,Ana B. Villanueva,Vacunas ,Vacuna contra el sida ,Hospital de Barcelona ,,,,,
330,V,1.26,Siglo XXI ,15,,8/03/2005,5389,6,Nacional ,Científico trabaja en vacuna contra la malaria ,,EFE ,Vacunas ,Maloria ,Científico ,Colombia ,,,,
331,V,1.25,Siglo XXI ,15,,15/02/2005,5368,3,En la mira ,Salud aplicará vacuna pentavalente ,Prevén administrar más de un millón de dosis,Ivonne Gabet,Vacunas ,Vacuna pentavalente,"Previenen difteria, tétanos, tos ferina, hepatitis B neumonía, meningitis y acepticemia",,,,,
332,V,1.24,Prensa Libre,52,,12/12/2003,17197,64,"Buena vida, Salud",Destacan investigación,------------------------------------------------------------------------,-,Vacunas ,Cáncer     ,-,-,,,,
333,V,1.23,Siglo XXI ,14,,20/10/03,4890,19,Inter. ,Vacuna contra veneno de serpientes ,Científicos desean proteger a los seres humanos de una muerte segura,EFE,Vacunas ,Científico,Vacuna contra veneno de serpientes ,Científicos,,,,
334,V,1.22,Prensa Libre,LII,,26/06/03,17028,16,Sup.,Estados Unidos aprueba primera vacuna en forma de rocío nasal ,------------------------------------------------------------------------,AP,Vacunas ,Vacuna en forma de rocío nasal ,,,,,,
335,V,1.21,Siglo XXI ,14,,15/03/03,4673,18,Internacional ,Crean vacuna contra el dengue ,,EFE,Vacunas ,Dengue ,,,,,,
336,V,1.20,Nuestro Diario ,6,,18/01/03,1798,23-24,-,Vacunémonos contra la enfermedad del tétanos ,,Sandra Martínez,Vacunas ,Vacuna contra el tetanos ,,,,,,
337,V,1.19,Siglo XXI ,-,,16/11/02,-,20,Internacional ,Vacuna del Alzheimer expone a apoplejías ,,EFE,Vacunas ,Alzheimer ,,,,,,
338,V,1.18,El Periódico,7,,11/11/2002,-,9,Salud ,Aplique en noviembre la vacuna contra la influenza ,,Mirja Valdés de Arias ,Vacunas ,Medicamentos ,Gripe ,,,,,
339,V,1.17,Prensa Libre,L,,8/08/2001,16349,49,Buena vida ,El pinchazo que salva ,Salud ,"Viviana Ruiz, Mariane Morales",Vacunas ,,,,,,,
340,V,1.16,Prensa Libre,49,,29/6/2000,15848,18,Vamos de compras ,Vacunas comestibles ,,EFE,Vacunas ,Salud,,,,,,
341,V,1.15,-,5,,22/06/01,1652,6,Maternidad ,Vacunas   ,Tercera parte y final ,-,Vacunas ,Prevención de enfermedades ,,,,,,
342,V,1.14,El Periódico,5,,18/05/001,1617,4,Salud ,Vacunas ,Lo que usted necesita saber II parte ,-,Vacunas ,Salud ,,,,,,
343,V,1.13,El Periódico,4,,14/03/2000,1200,9,-,Vacuna podría reducir ataques cardíacos,Problemas en meses fríos ,AP,Vacunas ,Enfermedades ,,,,,,
344,V,1.12,Siglo XXI ,10,,11/08/1999,3469,31,-,Aprueban nueva vacuna para meningitis ,,EFE,Vacunas ,Meningitis ,,,,,,
345,V,1.11,Siglo XXI ,10,,29/09/99,3429,25,-,Experimentan vacuna contra la gripe ,,EFE,Vacunas ,Gripe ,Experimentos ,,,,,
346,V,1.10,Siglo XXI ,10,,9/11/1999,3411,27,-,Vacunas contra alergias ,,-,Vacunas ,,,,,,,
347,V,1.19,Siglo XXI ,10,,23/08/99,3392,57,-,Vacunas con alergias ,,-,Vacunas ,,,,,,,
348,V,1.8,Prensa Libre,XLVIII ,,15/07/99,15602,56,-,Vacuna contra gripe ,Rocío nasal demuestra eficacia en prevención del virus ,EFE,Vacunas ,Virus,,,,,,
349,V,1.7,Prensa Libre,48,,4/11/1999,15507,8,-,Vacunas previenen enfermedades ,,-,Vacunas ,Niños-Enfermdedades ,,,,,,
350,V,1.6,El Periódico,2,,26/09/98,0674,8,Servicios ,Nueva vacuna contra la meningitis para niños,,AP,Vacunas ,Niños   ,Salud ,,,,,
351,V,1.5,Prensa Libre,XLVII,,5/03/1998,15168,24,Ciencia ,Las vacunas vendrán en frutas y hortalizas,Los países en vías de desarrollo podrían beneficiarse con las vacunas comestibles,AP,Vacunas ,Vacunas comestibles en frutas y hortalizas ,,,,,,
352,V,1.4,Siglo XXI ,7,,7/10/1996,2274,3,Tema del día ,Circulan vacunas contra hepatitis B elaboradas con plasma humano ,Quienes las utilizan corren el riesgo de contaminarse de otros virus como el SIDA,Carlos Canteo ,Vacunas ,,,,,,,
353,V,1.3,Siglo XXI ,7,,6/07/1996,2241,3,Salud ,Prevenir antes que lamentar ,,-,Salud ,Vacunas ,,,,,,
354,V,1.2,Siglo XXI ,7,,3/11/1996,2159,26,Actualidad ,Centroamérica prepara vacunación simultánea para erradicar el sarampión en el año 2000,,EFE,Sarampión-Investigaciones ,Vacunas ,,,,,,
355,V,1.1,Prensa Libre,-,,3/04/1993,13315,28,Hemeroteca ,"Murió Albert Sabin, descubridor de la vacuna contra la poliomielitis ",,"Washington, Reuter-UPI-DPA-AP-EFE","Sabin, Albert, 1907-1993",Vacuna antipoliomielitis ,,,,,,
356,V,2.4,El Periódico,23,,6/07/2019,8062,Portada,-,Calendario de vacunas,"La vacunacion es efectiva, salva vidas y evita enfermedades mortales",IGSS,Vacunas ,IGSS,Politica preventiva,,,,,
357,V,2.39,El Periódico,23,,5/11/2019,8035,7,Inversion,Viajeros deben considerar vacuna contra el sarampion,-,Evelin Vásquez,Vacunas ,Vacuna contra el sarampion,Prevencion-viajeros,,,,,
358,V,2.38,Prensa Libre,LXVIII,,5/09/2019,22762,14,Actualidad,Aplican vacunas contra sarampión,Ministerio de Salud asegura que se han aplicado 150 inmunisaciones al día,Ana Lucia Ola,Vacunas ,Sarampión,Prevención-Sarampión,,,,,
359,V,2.37,Prensa Libre,LXVIII,,27/04/2019,22750,21,Todo Noticias,Millones de niños no se vacunan contra el sarampion,-,EFE,Vacunas ,UNICEF,Sarampión,,,,,
360,V,2.36,Prensa Libre,LXVIII,,3/02/2019,22696,7,Actualidad,Nivel de vacunas determinan riesgo,Experto subraya importancia de contar con alta cobertura de dosis contra el sarampión,Ana Lucia Ola,Vacunas ,OMS-OPS,Enfermedades,Sarampión,,,,
361,V,2.35,Prensa Libre,LXVII,,6/06/2018,22429,"28,29",Buena vida,Así nos podemos proteger,"Sin las vacunas, las epidemias causadas por enfermedades prevenibles podrían reaparecer. Para contrarrestar la desinformación necesitamos datos y rigor cientifico",Sandra Vi,Vacunas ,Salud,Enfermedades Inmuno preventivas,,,,,
362,V,2.34,Prensa Libre,LXVII,,22/02/2018,22327,29,Lo vi en mi ciudad,Anuncian campaña de vacunación,-,-,Vacunas - Guatemala,Ministerio de Saluda - Jornada de Vacunación,Niñas - Cáncer de cérvix,,,,,
363,V,2.33,El Periódico,22,,23/12,7548,8,Inversion,En Guatemala solo 93 entidades cumplen con la inmunización laboral por medio de vacunas,,Geldi Muñoz Palala,Vacunas ,Salud,Trabajo y ttrabajadores - Guatemala,,,,,
364,V,2.32,Prensa Libre,LXVII,,28/9/2017,22182,34-35,Buena vida,Probarán en humanos vacuna contra el zika,"En los próximos meses, cientificos iniciarán las pruebas en personas",Redacción Buena vida,Vacunacion,Enfermedades,Zika,,,,,
365,V,2.31,Prensa Libre,LXVI,,14/7/2017,22106,50,Buena vida,Las vacunas tambien son asunto de adultos,La inmunización debe darse en todas las etapas. La prevencion es lo más importante en el tema de la salud,Redacción Buena vida,Vacunas,Enfermedades contagiosas,,,,,,
366,V,2.3,El Periódico,21,,6/09/2017,7351,31,Ultimo,Dos departamentos sin vacunas contra la influenza,El Ministerio de Salud cuenta con 310 mil dosis para la enfermedad catalogada como altamente contagiosa,Rony Ríos,Vacunas,Enfermedades,Ministerio de Salud,,,,,
367,V,2.29,Prensa Libre,LXVI,,26/04/2017,22026,37,Buena vida,La vacunación previene 16 enfermedades,"Durante los primeros años de vida, las vacunas ayudan a fortalecer el sistema inmune de niños y niñas",Redacción Buena vida,Vacunas,Enfermedades - prevención ,Inmunología - Prevención,,,,,
368,V,2.28,Prensa Libre,LXVI,,21/11/2016,21875,6,Nacional ,Salud está atrasado en vacunación,Autoridades reconocen que no han cumplido la meta y lanzan programa a cinco semanas de terminar el año.,Henry Estuardo Pocasangre,Vacunas,Atraso den el programa de vacunas,,,,,,
369,V,2.27,Prensa Libre,LXVI,,10/11/2016,21834,2-3,Primer Plano, Vacunacion solo cubrío al 59% de niños en 2014-15,"Sagun la OPS, solo en 32% de municipios se logra 95% de inmunización.",Andrea Orozco,Vacunas,Cobertura infantil de 59% en el 2014-2015,,,,,,
370,V,2.26,El Periódico,20,,28/4/2016,6952,8,Nación,Niños de 168 municipios en alto riesgo por falta de vacunación,-,Rony Ríos,Vacunas,Enfermedades en niños,,,,,,
371,V,2.25,Prensa Libre,LXVI,,8/03/2015,21403,8,Actualidad,En riesgo 17 mil niños por falta de vacunas ,Salud implementará en septiembre una jornada nacional,Andrea Orozco,Vacunas,Ministerio de Salud,Niños,,,,,
372,V,2.24,Prensa Libre,LXIV,,8/01/2015,21401,36,Internacional mundo,Vacuna antiébola,"Fármaco es cien por cien eficaz contra virus, que ha dejado 11 mil muertos en África desde 2013",AFP,Vacunas,Mediana preventiva,Ébola,,,,,
373,V,2.23,Prensa Libre,LXIV,,25/07/2015,21394,37,Internacional mundo,UE avala vacuna contra la malaria,Niños serán beneficiados contra el paludismo y hepatitis B,Astrid Mendez,Vacunas ,Medicina preventiva,Malaria Terapeutica,,,,,
374,V,2.22,Prensa Libre,LXIV,,6/10/2015,21349,2,Primer Plano,Niño muere por falta de vacunas,PDH advierte de que crisis en el sistema de salud es constante,Andrea Orozco,Vacunas ,Ministerio de Salud,Crisis Sistema de Salud,,,,,
375,V,2.21,Siglo XXI ,25,,9/01/2014,9696,18,-,Descartan daño de vacuna,Asocian enfermedad en niñas con dosis para prevenir cáncer pélvico,EFE-AFP,Vacunas ,Virus del Papilona Humano,Descartan daño de vacuna en Colombia,,,,,
376,V,2.2,Prensa Libre,LXIII,,24/3/2014,20914,56-57,Buena Vida,Una solución para un virus que crece,Vacuna podría disminuir los casos de cáncer de cérvix,Áxel Vicente,Vacunas ,Virus del Papilona Humano,Cáncer de cérvix,,,,,
377,V,2.19,Siglo XXI ,25,,13/3/2014,9528,3,Nacional ,Escasez de vacunas es por mala planificación ,-,"Á. Alay,G. Sanchez, I. Perez",Vacunas ,Escaces de vacunas,,,,,,
378,V,2.18,Siglo XXI ,25,,11/03/2014,9526,3,Nacional ,Salud enfrenta escacez de vacunas,-,Glenda Sanchez,Vacunas ,Neumococo,Desabastecimiento,,,,,
379,V,2.17,Prensa Libre,LXIII,,17/02/2014,20879,25,Departamental,Se reportan nuevo brote de rabia,Intensifican vacunación en Baja Verapaz,Carlos Grave,Vacunas,Jornada de vacunación,Rabia,,,,,
380,V,2.16,Prensa Libre,LXIII,,11/05/2013,20777,42,Buena Vida,Campaña sin sarampión ni rubeola,Vacunación oportuna,Brenda Martínez ,Vacunas,Campaña nacional de vacunación,Sarampión y rubeola,,,,,
381,V,2.15,Siglo XXI ,24,,10/09/2013,9377,18,Mundo,"Vacuna contra la malaria, disponible en 2015",Modo de contaminación de la malaria,"Viviana García, EFE",Vacunas,Vacuna contra la malaria,,,,,,
382,V,2.14,Siglo XXI ,24,,23/09/2013,9361,2-3,Nacional,Convocatoria rural y control son puntos débiles en vacunación,,Ana Lucía Ola,Vacunas,Jornada de vacunación,,,,,,
383,V,2.13,El Periódico,17,,8/09/2013,5986,25,Mundo,Prometedora vacuna contra la malaria,,AFP,Vacunas ,Vacuna contra la malaria,,,,,,
384,V,2.12,Siglo XXI ,24,,6/01/2013,9247,14,Internacional,Crean primera vacuna contra el cáncer de pulmón,,Agencia EFE,Vacunas ,Cáncer de pulmón,,,,,,
385,V,2.11,Siglo XXI ,21,,2/09/2011,8422,16,Internacional,Vinculan vacuna AH1N1 con narcolepsia en niños,,Agencia EFE,Vacunas ,AH1N1,,,,,,
386,V,2.1,DIARIO DE C.A.,130,,1/04/2010,37611,3,Nacional,Impularán nueva ley para garantizar inmunizaciones,"Guatemala a sido declarada libre de sarampión y rubeola, pero aún es necesario reforzar las estrategias preventivas ",Maby López,Vacunas ,Inmunizaciones,,,,,,
387,V,2.9,Siglo XXI ,20,,10/09/2009,7046,8,Nacional,País figura en lista de OPS para vacuna AH1N1,"Darán prioridad a personal médico, ancianos y niños",Wendy Moctezuma,Vacunas ,Influenza AH1N1,Organización Mundial de la Salud,,,,,
388,V,2.8,Prensa Libre,59,,25/09/2009,19291,38,Internacional; mundo,Vacuna contra el sida reduce contagio en 31%,Prueba de inmunización tiene por primera vez eficacia efectiva,AP y AFP,Vacunas ,Contra el SIDA,Organización Mundial de la Salud,SIDA,,,,
389,V,2.7,Prensa Libre,59,,9/01/2009,19270,42,Internacional ,China aprueba comercializar vacuna contra gripe A,,EFE,Vacunas,Gripe A,,,,,,
390,V,2.6,Prensa Libre,58,,21/06/2009,19195,25,-,Se apresuran para producir vacuna,Prevención contra gripe A (H1N1),Hugo Sanchinelli,Vacunas,Gripe A (H1N1),,,,,,
391,V,2.5,El Periódico,13,,23/03/2009,4424,23,Salud,Accesibles y al instante,"El ministerio de Salud cumple con vacunar al 95 porciento de la población contra la difteria, tosferina, tétanos, polio, enufilos, influenza y hepatitis B, pero la mayoría tiene poco acceso a vacunas como la del neumococo, sarampión, paperas y rubeola se poen solo a través de campañas especiales por parte de las autoridades.",Ana Isabel Villela,Vacunas,Ministerio de Salud,,,,,,
392,V,2.4,Prensa Libre,58,,13/03/2009,19097,5,,Repetirá trámite de compra de vacunas,El contrato para compra de vacunas registró incovenientes,Hugo Alvarado,Vacunas,Compra de vacunas,,,,,,
393,V,2.3,El Periódico,13,,3/04/2009,4405,4,Nacionales ,VICEPRESIDENTE ESPADA INDICA QUE LA OPS NO GRARANTIZA LA CALIDAD DE VACUNAS,"Asociaciones médicas respaldan a ese organismo y critican a funcionario. Ministro de Salud, Celso Cerezo, dará explicaciones hoy en el congreso.",Marvin Del Cid,Vacunas,Guatemala ,Rompe adquisición con OPS,,,,,
394,V,2.2,El Periódico,12,,14/05/2008,4116,8,Nacionales ,Vacuna disponible contra virus del papiloma,Los pediatras y ginecólogos guatemaltecos las recomiendan para niñas a partir de 9 años hasta mujeres de 26.,Claudia Palma,Vacunas,Virus del papiloma,,,,,,
395,V,2.1,El Periódico,12,,4/11/2008,4083,7,Nacionales,Salud preventiva distante de los objetivos del Plan de los Cien Días,Una campaña de vacunación que comenzó sin todos los insumos y puestos de salud sin medicamentos básicos.,Claudia Palma,Vacunas,Plan de los Cien Días,Presidente Álvaro Colon,,,,,
396,V,1.2,El Periódico,-,,25/03/2001,,14-15,Letras,Pluma imparcial,"Este año se conmemora el centenario del nacimiento del periodista y hombre de letras, David Vela",Mauricio martínez,"Vela, David",Periodista,Biografía,,,,,
397,V,1.1,Prensa Libre,46,,2/05/1997,14722,12,Opiniones ,David Vela,,-,"Vela, David",,,,,,,
398,V,,Prensa Libre,LXXI,,,,,,,,,,,,,,,,
399,V,,Prensa Libre,LXXI,,,,,,,,,,,,,,,,
400,V,,Prensa Libre,LXXI,,,,,,,,,,,,,,,,
401,V,,Prensa Libre,LXX,,,,,,,,,,,,,,,,
402,V,,Prensa Libre,LXIX,,,,,,,,,,,,,,,,
403,V,,Prensa Libre,LXIX,,,,,,,,,,,,,,,,
404,V,,Prensa Libre,LXVIII,,,,,,,,,,,,,,,,
405,V,,Prensa Libre,,,,,,,,,,,,,,,,,
406,,,,,,,,,,,,,,,,,,,,
407,,,,,,,,,,,,,,,,,,,,
408,,,,,,,,,,,,,,,,,,,,
409,,,,,,,,,,,,,,,,,,,,
410,,,,,,,,,,,,,,,,,,,,
411,,,,,,,,,,,,,,,,,,,,
412,,,,,,,,,,,,,,,,,,,,
413,,,,,,,,,,,,,,,,,,,,
414,,,,,,,,,,,,,,,,,,,,
415,,,,,,,,,,,,,,,,,,,,
416,,,,,,,,,,,,,,,,,,,,
417,,,,,,,,,,,,,,,,,,,,
418,,,,,,,,,,,,,,,,,,,,
419,,,,,,,,,,,,,,,,,,,,
420,,,,,,,,,,,,,,,,,,,,
421,,,,,,,,,,,,,,,,,,,,
422,,,,,,,,,,,,,,,,,,,,
423,,,,,,,,,,,,,,,,,,,,
424,,,,,,,,,,,,,,,,,,,,
425,,,,,,,,,,,,,,,,,,,,
426,,,,,,,,,,,,,,,,,,,,
427,,,,,,,,,,,,,,,,,,,,
428,,,,,,,,,,,,,,,,,,,,
429,,,,,,,,,,,,,,,,,,,,
430,,,,,,,,,,,,,,,,,,,,
431,,,,,,,,,,,,,,,,,,,,
432,,,,,,,,,,,,,,,,,,,,
433,,,,,,,,,,,,,,,,,,,,
434,,,,,,,,,,,,,,,,,,,,
435,,,,,,,,,,,,,,,,,,,,
436,,,,,,,,,,,,,,,,,,,,
437,,,,,,,,,,,,,,,,,,,,
438,,,,,,,,,,,,,,,,,,,,
439,,,,,,,,,,,,,,,,,,,,
